Time,X,Y
0,80.86956521739131,8.695652173913043
0.03333333333333333,78.42857142857143,8.428571428571429
0.06666666666666667,77.28571428571428,8.428571428571429
0.1,76.0,8.428571428571429
0.13333333333333333,74.71428571428571,8.428571428571429
0.16666666666666666,73.42857142857143,8.428571428571429
0.19999999999999998,72.14285714285714,8.571428571428571
0.2333333333333333,71.0,8.428571428571429
0.26666666666666666,70.72463768115942,8.695652173913043
0.3,68.57142857142857,8.428571428571429
0.3333333333333333,67.42857142857143,8.571428571428571
0.36666666666666664,66.42857142857143,8.571428571428571
0.39999999999999997,65.42857142857143,8.714285714285714
0.4333333333333333,64.42857142857143,8.714285714285714
0.4666666666666666,63.42857142857142,8.857142857142856
0.49999999999999994,63.18840579710145,9.130434782608695
0.5333333333333333,62.173913043478265,9.130434782608695
0.5666666666666667,60.14285714285714,9.142857142857142
0.6,60.0,9.420289855072465
0.6333333333333333,58.42857142857142,9.285714285714285
0.6666666666666666,57.57142857142857,9.428571428571429
0.7,56.71428571428571,9.571428571428571
0.7333333333333333,55.857142857142854,9.571428571428571
0.7666666666666666,55.0,9.714285714285714
0.7999999999999999,54.0,9.857142857142856
0.8333333333333333,53.285714285714285,10.0
0.8666666666666666,52.57142857142857,10.142857142857142
0.8999999999999999,52.46376811594203,10.579710144927537
0.9333333333333332,51.73913043478261,10.72463768115942
0.9666666666666666,50.869565217391305,10.869565217391305
0.9999999999999999,49.57142857142857,10.857142857142856
1.0333333333333332,49.56521739130435,11.159420289855072
1.0666666666666667,48.69565217391305,11.449275362318842
1.1,47.971014492753625,11.73913043478261
1.1333333333333335,47.2463768115942,11.884057971014494
1.166666666666667,47.05882352941177,12.352941176470589
1.2000000000000004,46.470588235294116,12.647058823529413
1.2333333333333338,45.21739130434783,12.753623188405797
1.2666666666666673,44.78260869565217,13.18840579710145
1.3000000000000007,44.20289855072464,13.478260869565219
1.3333333333333341,43.6231884057971,13.768115942028986
1.3666666666666676,43.04348777958697,13.91304655501801
